,"Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables"
Vitamins,"VITA
micro g","A_VITA
micro g","VITD
micro g","VITE
micro g","VITC
mg","THIA
mg","RIBF
mg","NIA
mg","VIT B6
mg","FOL
micro g","VIT B12
micro g","PANT
mg"
Bambara nut relish with coconut,2024-09-20 00:00:00,0.0,0.0,0.8,2024-09-08 00:00:00,0.1,0.1,0.6,0.0,38.3,0.0,0.1
Bhajia (chickpea flour fritters),34.4,0.0,0.0,0.1,2024-03-21 00:00:00,0.2,0.1,2024-01-01 00:00:00,0.3,368.6,0.0,0.6
Chick pea relish with coconut milk,2024-01-01 00:00:00,0.0,0.0,0.2,2024-02-01 00:00:00,0.1,0.0,0.3,0.1,68.1,0.0,0.2
Cow pea (dry) relish without oil,2.0,0.0,0.0,0.0,0.0,0.2,0.1,0.5,0.1,208.0,0.0,0.4
Cow pea (dry) relish with oil,2024-02-27 00:00:00,0.0,0.0,0.0,2024-08-05 00:00:00,0.2,0.1,0.5,0.1,157.5,0.0,0.4
Cow pea (fresh) relish without oil,2024-06-18 00:00:00,0.0,0.0,0.0,2024-08-03 00:00:00,0.1,0.0,0.4,0.1,123.6,0.0,0.3
Cow pea relish with coconut,2024-05-01 00:00:00,0.0,0.0,0.2,0.7,0.2,0.1,0.5,0.1,169.4,0.0,0.4
Kidney bean relish without oil,2024-09-11 00:00:00,0.0,0.0,0.3,2024-02-03 00:00:00,0.1,0.1,0.4,0.1,76.6,0.0,0.1
Kidney bean relish with oil,0.0,0.0,0.0,0.1,0.9,0.1,0.0,0.4,0.1,82.1,0.0,0.2
Kidney bean relish with coconut milk,14.9,0.0,0.0,0.2,2024-04-05 00:00:00,0.1,0.0,0.3,0.1,35.6,0.0,0.1
Mung bean (dry) relish with cocount milk,10.4,0.0,0.0,0.2,2024-05-03 00:00:00,0.1,0.0,0.3,0.1,48.1,0.0,0.2
"Mung bean (dry, boiled)",0.6,0.0,0.0,0.0,0.2,0.1,0.0,0.2,0.0,63.5,0.0,0.2
"Pigeon pea (fresh, cooked)",2024-06-01 00:00:00,0.0,0.0,0.0,0.2,0.1,0.1,0.6,0.1,83.8,0.0,0.1
Pigeon pea relish with coconut milk,0.7,0.0,0.0,0.2,2.0,0.0,0.0,0.4,0.0,43.0,0.0,0.1
Pigeon pea relish with oil,2024-08-03 00:00:00,0.0,0.0,0.1,0.3,0.2,0.2,2024-03-01 00:00:00,0.1,189.6,0.0,0.3
