,"Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables"
Vitamins,"VITA
micro g","A_VITA
micro g","VITD
micro g","VITE
micro g","VITC
mg","THIA
mg","RIBF
mg","NIA
mg","VIT B6
mg","FOL
micro g","VIT B12
micro g","PANT
mg"
Mixed porridge flour (no maize,2024-05-03 00:00:00,0.0,0.0,2024-03-02 00:00:00,0.0,0.2,0.1,2024-02-04 00:00:00,0.2,32.9,0.0,0.9
Mixed porridge flour (with maize,2024-03-02 00:00:00,0.0,0.0,2024-06-01 00:00:00,0.3,0.2,0.1,2024-08-02 00:00:00,0.1,39.0,0.0,0.6
"Porridge, fermented",0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,3.0,0.0,0.1
"Rice, flour, local",0.0,0.0,0.0,0.0,0.0,0.1,0.1,2024-01-01 00:00:00,0.1,6.0,0.0,2024-02-01 00:00:00
"Rice, fried and boiled",87.0,0.0,0.0,0.0,19.0,0.1,0.1,0.9,0.1,16.0,0.0,0.5
"Rice, white, grain, raw",0.0,0.0,0.0,0.0,0.0,0.1,0.1,2024-01-01 00:00:00,0.1,6.0,0.0,2024-01-01 00:00:00
Semolina,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2024-01-01 00:00:00,0.0,18.0,0.0,0.4
Sorghum,6.0,0.0,0.0,1.0,0.0,0.2,0.1,2024-02-02 00:00:00,0.2,11.0,0.0,0.8
"Sorghum, flour",7.0,0.0,0.0,1.0,0.0,0.3,0.1,2024-08-02 00:00:00,0.2,14.0,0.0,0.9
"Vermicelli, uncooked",0.0,0.0,0.0,0.0,0.0,0.1,0.1,2024-01-01 00:00:00,0.1,20.0,0.0,0.3
"Wheat, flour, whole grain",0.0,0.0,0.0,0.0,0.0,0.4,0.2,2024-04-06 00:00:00,0.3,34.0,0.0,1.0
"Wheat,dough, deep fried",0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.0,13.0,0.0,0.3
"Wheat, flour, 72% extract",0.0,0.0,0.0,0.0,0.0,0.1,0.0,2024-01-01 00:00:00,0.0,18.0,0.0,0.4
"Wheat, flour, maida",0.0,0.0,0.0,1.0,0.0,0.3,0.1,2024-08-03 00:00:00,0.2,26.0,0.0,0.7
