,"Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables"
Amino Acids,"TRP
mg","THR
mg","ILE
mg","LEU
mg","LYS
mg","MET
mg","CYS
mg","PHE
mg","TYR
mg","VAL
mg","ARG
mg","HIS
mg"
"Banana, cooked",116.0,0.8,0.0,0.0,0.2,31.2,0.1,0.0,0.1,0.0,2024-03-02 00:00:00,2024-03-03 00:00:00
"Breadfruit, raw",107.0,2024-07-01 00:00:00,0.0,0.0,0.5,2024-05-25 00:00:00,0.1,0.0,0.1,0.0,2024-05-01 00:00:00,2024-01-03 00:00:00
"Cassava, dried",314.0,2024-06-02 00:00:00,0.0,0.0,0.7,76.6,0.2,0.2,0.2,0.0,2024-06-03 00:00:00,2024-02-02 00:00:00
"Cassava, dried, flour",314.0,2024-06-02 00:00:00,0.0,0.0,0.7,76.6,0.2,0.2,0.2,0.0,2024-06-03 00:00:00,2024-02-02 00:00:00
"Cassava, raw",131.0,0.0,2024-01-01 00:00:00,0.0,0.0,0.3,31.9,0.1,0.1,0.1,0.0,2024-05-01 00:00:00
"Cassava, spicy crisps or chips",288.0,2024-04-02 00:00:00,0.0,0.0,0.7,70.2,0.2,0.2,0.2,0.0,2024-03-03 00:00:00,2.0
"Edible starch, tapioca or corn",1.0,9.0,10.0,36.0,6.0,6.0,6.0,13.0,10.0,14.0,12.0,8.0
"Potato, crisps, plain, salted",245.0,574.0,642.0,951.0,962.0,250.0,202.0,702.0,588.0,890.0,729.0 347.0,729.0 347.0
"Potato, English, cooked",93.0,2.0,0.0,0.0,0.1,2024-06-21 00:00:00,0.0,0.0,0.0,0.0,2024-05-01 00:00:00,0.2
"Potato, raw, with skin",30.0,71.0,80.0,118.0,119.0,31.0,25.0,87.0,73.0,110.0,90.0,43.0
"Squash, fresh-AP",6.0,18.0,26.0,42.0,40.0,10.0,8.0,26.0,19.0,33.0,30.0,16.0
"Squash, fresh-EP",8.0,22.0,33.0,53.0,50.0,13.0,10.0,32.0,24.0,41.0,38.0,20.0
"Sweet potato, fresh-AP",74.0,2024-02-01 00:00:00,0.0,0.0,0.1,2024-05-17 00:00:00,0.0,0.0,0.0,0.0,2024-02-02 00:00:00,2.0
"Sweet potato, fresh-EP",103.0,2024-07-01 00:00:00,0.0,0.0,0.1,2024-03-24 00:00:00,0.0,0.0,0.0,0.0,3.0,2024-08-02 00:00:00
"Sweet potato, orange",21.0,86.0,86.0,126.0,85.0,42.0,14.0,103.0,71.0,112.0,80.0,32.0
"Taro, raw",23.0,69.0,54.0,111.0,67.0,20.0,32.0,82.0,55.0,82.0,103.0,34.0
"Yam, raw",12.0,52.0,50.0,94.0,58.0,20.0,18.0,69.0,39.0,60.0,124.0,33.0
