,"Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables","Tanzania Food
Composition Tables"
Macronutrients,No_recipes,"ENERGY_KC
Kcal","PROCNT
g","A_PROTEI
g","MFP_PROT
g","FAT
g","CHOCDF
g"
"Cassava, boiled",Worldfoods,131.0,2024-01-01 00:00:00,0.0,0.0,0.3,31.9
"Cassava, fried",One recipe,346.5,2024-01-01 00:00:00,0.0,0.0,2024-02-25 00:00:00,2024-05-10 00:00:00
Kachori (spicy potato balls),One recipe,237.6,2024-01-06 00:00:00,0.0,0.0,2024-04-11 00:00:00,2024-08-28 00:00:00
"Potato chips, fried",One recipe,249.0,2024-07-01 00:00:00,0.0,0.0,2024-01-20 00:00:00,18.0
Potato relish with beef,One recipe,128.8,2024-08-02 00:00:00,1.0,1.0,2024-08-05 00:00:00,2024-01-17 00:00:00
Potato relish with coconut milk,One recipe,388.0,2024-07-04 00:00:00,0.0,0.0,28.0,34.2
Potato relish with oil,One recipe,75.0,2024-03-01 00:00:00,0.0,0.0,2024-07-01 00:00:00,2024-02-14 00:00:00
"Potato, boiled",worldfoods,93.0,2.0,0.0,0.0,0.1,2024-06-21 00:00:00
Roots and tubers mixed,Two recipes,93.5,0.8,0.0,0.0,0.2,2024-02-23 00:00:00
"Sweet potato, boiled",Worldfoods,97.0,2024-01-02 00:00:00,0.0,0.0,0.1,2024-09-22 00:00:00
"Sweet potato, fried",One recipe,146.1,2024-07-01 00:00:00,0.0,0.0,2024-01-05 00:00:00,2024-03-24 00:00:00
"Taro, cooked, without salt",Worldfoods,142.0,0.5,0.0,0.0,0.1,34.6
